"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","平成30年(2018)","令和元年(2019)","経度","緯度","分類"
"163","302082","紀の川(県)5-1","地価調査","商業","紀の川市","西大井字波分９４番１","","135.362880","34.266100","173000","165000","157000","147000","140000","133000","122000","115000","108000","99500","90800","80500","71000","66000","62500","59400","55400","51800","48500","46500","43800","41600","40500","40000","39600","39300","38600","135.362880000003","34.2660999999987","令和元年地価調査基準地"
"329","302082","紀の川(県)5-2","地価調査","商業","紀の川市","粉河字東鳥居７８４番７外","","135.405843","34.268991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38100","135.405842900004","34.268990719996","令和元年地価調査基準地"
"300","302082","紀の川(県)5-3","地価調査","商業","紀の川市","名手市場字丹過６４番１","","135.433700","34.273690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38000","35500","33800","32200","30800","30000","29400","28800","135.433700000004","34.2736899999978","令和元年地価調査基準地"
"330","302082","紀の川(県)5-4","地価調査","商業","紀の川市","貴志川町前田字堂ノ前２２９番１内","","135.316139","34.220264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31300","135.316139400007","34.2202639199972","令和元年地価調査基準地"
"167","302082","紀の川(県)9-1","地価調査","工業","紀の川市","北勢田字烏子川１０７９番１０外","","135.373290","34.286640","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22000","20700","19200","18200","17400","16500","15800","15200","14900","14700","14700","14700","135.373290000003","34.2866399999994","令和元年地価調査基準地"
"315","302091","岩出(県)-1","地価調査","住宅","岩出市","山崎字東口５２番６５","","135.321030","34.245560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26900","26300","25700","25200","24700","135.321030000007","34.2455599999982","令和元年地価調査基準地"
"169","302091","岩出(県)-2","地価調査","住宅","岩出市","金屋字岸ノ上１７９番１","","135.299650","34.266370","0","58000","57000","54600","54000","52600","49500","46900","45000","42700","40500","38400","35000","33000","31800","31100","29500","28800","28000","27400","27100","26800","26400","25600","24900","24300","23700","135.299650000008","34.2663699999991","令和元年地価調査基準地"
"170","302091","岩出(県)-3","地価調査","住宅","岩出市","野上野字沼ノ上２２１番１９","","135.318500","34.271500","0","0","0","0","0","0","69700","65200","62000","57500","53000","49000","45500","43200","41800","41300","40800","40200","39400","39400","40200","40200","40800","41200","41400","41500","41500","135.318500000008","34.2714999999994","令和元年地価調査基準地"
"171","302091","岩出(県)-4","地価調査","住宅","岩出市","中黒字髙圦４４６番４８","","135.285610","34.273070","109000","109000","105000","98900","95000","89300","79700","74800","69500","63900","58700","54000","50700","48600","47100","46100","45000","44500","43700","43700","44500","44900","45800","46000","46100","46500","46500","135.285610000007","34.2730699999992","令和元年地価調査基準地"
"172","302091","岩出(県)-5","地価調査","住宅","岩出市","清水字北端２８５番１０","","135.317810","34.253840","0","0","0","0","0","0","0","0","79000","72800","66700","61400","56800","54200","53000","52500","51000","50100","49100","48600","48600","48600","48600","48300","48000","47800","47600","135.317810000008","34.2538399999991","令和元年地価調査基準地"
"173","302091","岩出(県)-6","地価調査","住宅","岩出市","中迫字外野４３番２６","","135.318540","34.263880","105000","105000","102000","97000","93000","87000","77700","72400","67500","62000","57200","52900","48700","46000","44800","44100","42700","42300","41200","40500","41300","41300","41300","41000","40700","40500","40300","135.318540000007","34.2638799999994","令和元年地価調査基準地"
"174","302091","岩出(県)3-1","地価調査","宅見","岩出市","西国分字西野々５５１番","","135.330340","34.268060","0","0","0","0","41000","39300","37200","34500","31100","27700","24000","20000","17000","15500","14800","14500","14100","13900","13700","13500","13800","13800","13800","13800","13800","13800","13700","135.330340000006","34.2680599999995","令和元年地価調査基準地"
"175","302091","岩出(県)5-1","地価調査","商業","岩出市","清水字千代３６４番４","","135.317470","34.254800","250000","225000","210000","193000","183000","170000","153000","140000","129000","119000","110000","100000","91000","84600","80200","77200","73500","71600","69700","68000","68000","68500","68500","68500","68500","68500","68500","135.317470000007","34.2547999999991","令和元年地価調査基準地"
"176","302091","岩出(県)5-2","地価調査","商業","岩出市","西野字保田１３１番１","","135.306250","34.258880","0","0","0","0","0","0","0","0","0","138000","127000","112000","102000","94400","88700","85100","82500","80000","77800","76200","75400","75400","75400","75500","75500","75500","75500","135.306250000007","34.258879999999","令和元年地価調査基準地"
"182","303046","紀美野(県)-1","地価調査","住宅","紀美野町","小西字大西３９５番１","","135.445480","34.146310","7430","7430","7430","7430","7430","7430","7430","7430","7430","7300","7200","7200","7200","7100","7000","6900","6800","6700","6600","6500","6400","6300","6270","6230","6200","6170","6140","135.445480000005","34.1463099999978","令和元年地価調査基準地"
"180","303046","紀美野(県)-2","地価調査","住宅","紀美野町","福田字垣内２００番内","","135.343490","34.154650","20000","20000","20000","20000","20000","20000","20000","20000","20000","19800","19600","19300","19200","19100","19000","18900","18800","17900","16800","15800","14900","14200","13700","13300","13000","12700","12500","135.343490000006","34.1546499999946","令和元年地価調査基準地"
"179","303046","紀美野(県)-3","地価調査","住宅","紀美野町","下佐々字上中通４６３番３","","135.317920","34.156980","37800","37800","37800","37800","37800","37800","37800","37800","37800","37400","37000","36500","36000","35100","34300","33500","31800","29900","28000","26000","24500","23300","22200","21200","20300","19500","18800","135.317920000006","34.1569799999983","令和元年地価調査基準地"
"184","303411","かつらぎ(県)-1","地価調査","住宅","かつらぎ町","大字妙寺字上ノ島１６０番３１","","135.530090","34.300630","94500","94500","92000","91000","88400","87000","81000","77200","74000","70000","65100","61000","56500","52800","51500","50500","49000","46500","44800","42000","40200","38700","37500","36400","35200","34200","33500","135.530090000004","34.300629999999","令和元年地価調査基準地"
"185","303411","かつらぎ(県)-2","地価調査","住宅","かつらぎ町","大字丁ノ町字北鳥居田７６８番１７","","135.516930","34.302160","90000","88700","88000","87000","85200","82000","76200","72800","70000","65500","59200","54500","50200","46900","44800","44000","42700","40800","39000","37800","36200","34900","33800","32700","31700","30900","30400","135.516930000005","34.3021599999982","令和元年地価調査基準地"
"310","303411","かつらぎ(県)-3","地価調査","住宅","かつらぎ町","大字笠田東字前田４４６番１３","","135.477620","34.286540","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22000","21500","21000","20600","20300","20100","135.477620000005","34.286539999997","令和元年地価調査基準地"
"187","303411","かつらぎ(県)-4","地価調査","住宅","かつらぎ町","大字花園梁瀬字荒神小路６０４番","","135.515210","34.136420","5970","5970","5970","5970","5970","5970","5900","5900","5800","5700","5600","5500","5400","5320","5270","5220","5100","4800","4600","4500","4400","4350","4330","4310","4300","4280","4250","135.515210000009","34.1364199999962","令和元年地価調査基準地"
"189","303411","かつらぎ(県)5-1","地価調査","商業","かつらぎ町","大字新田字上嶋北１０６番６","","135.517500","34.297780","0","0","0","0","0","0","98000","91600","85000","78000","68800","62000","57000","53400","52200","50600","48600","46200","43100","41800","39800","38200","36700","35300","34300","33500","33000","135.517500000004","34.2977799999985","令和元年地価調査基準地"
"293","303437","九度山(県)-1","地価調査","住宅","九度山町","大字九度山字東山６６３番２外","","135.569570","34.284590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29200","28000","26800","25200","24000","23100","22200","21400","21000","20900","135.569570000003","34.2845899999984","令和元年地価調査基準地"
"191","303437","九度山(県)-2","地価調査","住宅","九度山町","大字入郷字中ノ段５８７番１","","135.553700","34.293000","52000","52000","52000","52000","52000","52000","51500","51000","50000","46500","42500","40000","37500","35500","34100","33100","32000","31700","30200","28700","27300","26000","24900","23900","23000","22200","21400","135.553700000003","34.2929999999983","令和元年地価調査基準地"
"192","303437","九度山(県)-3","地価調査","住宅","九度山町","大字下古沢字柳３０９番３","","135.553650","34.267120","0","0","0","0","0","0","0","0","0","26500","26200","25800","25200","24600","24100","23700","23000","22500","21900","21300","20700","20200","19800","19500","19300","18700","18300","135.553650000004","34.2671199999989","令和元年地価調査基準地"
"196","303445","高野(県)-1","地価調査","住宅","高野町","大字高野山字蓮花谷５０７番５","","135.595690","34.212170","52300","52300","52300","52300","52300","52000","51700","51300","50800","50300","49300","48300","47300","46300","45400","44800","43500","42400","40500","39200","37500","36000","34800","33700","32700","31700","30800","135.595690000004","34.2121699999982","令和元年地価調査基準地"
"195","303445","高野(県)-2","地価調査","住宅","高野町","大字高野山字千手院谷４４番９５内","","135.591480","34.219750","50600","50600","50600","50600","50600","50500","50400","50000","49500","49000","48000","47000","46000","45100","44200","43800","42500","41400","39500","38400","35300","32500","31200","30000","28900","27900","26900","135.591480000004","34.2197499999984","令和元年地価調査基準地"
"197","303445","高野(県)5-1","地価調査","商業","高野町","大字高野山字小田原谷７６７番１内","","135.587520","34.212670","188000","188000","188000","183000","180000","177000","173000","170000","167000","164000","156000","148000","140000","131000","127000","125000","120000","116000","108000","102000","96500","91500","88800","86100","84400","83100","82300","135.587520000005","34.2126699999982","令和元年地価調査基準地"
"201","303615","湯浅(県)-1","地価調査","住宅","湯浅町","大字湯浅字宮ノ西１７６６番３","","135.182130","34.039740","78000","78000","78000","78000","78000","77200","76000","74700","73600","71200","69000","66900","64800","62500","61600","61000","58600","55700","52000","48200","45500","42900","40700","39100","37800","36600","35500","135.182130000008","34.0397399999933","令和元年地価調査基準地"
"199","303615","湯浅(県)-2","地価調査","住宅","湯浅町","大字青木字西長谷５４９番７","","135.185800","34.031430","79000","79000","79000","78300","78300","77200","75500","73800","71800","69600","67500","65200","63000","61000","60100","58800","57000","54700","51000","47500","45100","43300","42000","41100","40400","39700","39100","135.185800000005","34.0314299999948","令和元年地価調査基準地"
"320","303615","湯浅(県)-3","地価調査","住宅","湯浅町","大字山田字岩ノ谷１０番１２","","135.195488","34.031809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31400","31200","31000","30800","135.195488000004","34.0318089999949","令和元年地価調査基準地"
"202","303615","湯浅(県)5-1","地価調査","商業","湯浅町","大字湯浅字筒井２３２８番３","","135.187330","34.040490","201000","199000","193000","188000","184000","177000","169000","161000","151000","133000","120000","108000","95000","84500","82000","80400","75000","70500","64800","59600","55400","51600","48600","46300","44800","43400","42100","135.187330000005","34.0404899999937","令和元年地価調査基準地"
"311","303623","広川(県)-1","地価調査","住宅","広川町","大字広字中ノ町１２１４番１","","135.171540","34.025060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25300","24600","23600","22700","22000","21300","135.171540000009","34.025059999994","令和元年地価調査基準地"
"204","303623","広川(県)-2","地価調査","住宅","広川町","大字山本字赤井段４４１番","","135.169960","34.013370","35800","35800","35800","35800","35800","35600","35400","35000","34700","34400","34100","33800","32500","31300","30300","29500","28300","27000","25600","24800","22500","21400","20800","20300","20000","19600","19600","135.169960000008","34.0133699999944","令和元年地価調査基準地"
"205","303623","広川(県)-3","地価調査","住宅","広川町","大字下津木字権蔵原７４３番３","","135.213970","33.979570","0","0","0","0","0","22000","22000","22000","21900","21700","21500","21300","21000","20700","20300","20000","19400","18700","17900","17600","17500","17000","16900","16800","16600","16400","16200","135.213970000004","33.9795700000002","令和元年地価調査基準地"
"321","303666","有田川(県)-1","地価調査","住宅","有田川町","大字下津野字中吉１７２０番２","","135.219239","34.060928","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37800","36300","35300","34300","135.219239000004","34.0609279999933","令和元年地価調査基準地"
"208","303666","有田川(県)-2","地価調査","住宅","有田川町","大字水尻字垣内１１４５番６","","135.199510","34.052880","0","81000","81000","80500","80500","79600","77900","76000","74000","73000","71300","69600","68200","67500","67500","67500","66000","64000","61600","59100","57300","56400","56400","56400","56300","56200","56200","135.199510000005","34.052879999993","令和元年地価調査基準地"
"215","303666","有田川(県)-3","地価調査","住宅","有田川町","大字粟生字戎山３９９番２","","135.343960","34.048460","25500","25500","25500","25500","25500","25300","25300","25300","25200","25100","24900","24700","24400","23900","23500","22400","20300","19300","18400","16600","15100","14000","13300","12700","12200","11800","11500","135.343960000007","34.0484600000023","令和元年地価調査基準地"
"210","303666","有田川(県)-4","地価調査","住宅","有田川町","大字市場字里１５８番","","135.252750","34.067640","63000","63000","63000","63000","63000","63000","62700","62400","62000","61800","61300","60500","59300","57500","56500","54800","51800","48500","45000","42200","39600","36900","35000","33800","32000","30800","29800","135.252750000004","34.0676399999946","令和元年地価調査基準地"
"211","303666","有田川(県)-5","地価調査","住宅","有田川町","大字歓喜寺字中越２３９番","","135.261300","34.050190","24800","24800","24800","24800","24800","24800","24800","24800","24800","24800","24600","24500","24200","23700","23600","23600","23100","22400","21700","21100","21000","20400","20300","20200","20100","19800","19700","135.261300000004","34.0501900000007","令和元年地価調査基準地"
"216","303666","有田川(県)5-1","地価調査","商業","有田川町","大字徳田字北垣内２４１番９","","135.250000","34.063500","205000","199000","193000","186000","182000","17300","156000","139000","123000","109000","95900","83000","75000","70000","68000","65800","61900","58000","53900","48500","44800","41300","38300","35800","33500","32000","31000","135.250000000003","34.0634999999927","令和元年地価調査基準地"
"307","303666","有田川(県)5-2","地価調査","商業","有田川町","大字天満字東風垣内町２９１番１外","","135.205690","34.057380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63900","63200","63200","63200","62600","62100","61600","135.205690000005","34.057379999993","令和元年地価調査基準地"
"217","303810","美浜(県)-1","地価調査","住宅","美浜町","大字和田字宮垣内１５８９番３","","135.125370","33.898300","34700","34700","34700","34700","34700","34700","34700","34600","34600","34200","33800","33100","32400","31600","30600","29700","28700","27300","25800","24000","22500","21500","20800","20300","19800","19400","19100","135.125370000004","33.8982999999991","令和元年地価調査基準地"
"218","303810","美浜(県)-2","地価調査","住宅","美浜町","大字吉原字大西５４７番１４外","","135.139970","33.895450","51000","51000","51000","51000","51000","50700","50500","50500","50400","50000","49500","48400","47400","46000","44400","43000","41600","39500","37700","35500","34000","32900","32100","31400","30700","30100","29500","135.139970000003","33.8954499999993","令和元年地価調査基準地"
"219","303810","美浜(県)-3","地価調査","住宅","美浜町","大字三尾字中ノ浜８８４番外","","135.082220","33.891090","0","0","0","0","0","0","0","0","0","28700","28400","27800","27300","26700","26000","25100","24200","23000","21600","20100","18700","17500","16600","15900","15300","14800","14400","135.082220000003","33.8910900000006","令和元年地価調査基準地"
"221","303828","日高(県)-1","地価調査","住宅","日高町","大字比井字濱田９８１番","","135.083400","33.921210","22600","22600","22600","22400","22400","22000","22000","22000","22000","22000","21800","21500","21000","20400","19800","19300","18800","18000","17100","15800","14500","13500","13100","12700","12300","12000","11700","135.083400000004","33.9212099999994","令和元年地価調査基準地"
"222","303828","日高(県)-2","地価調査","住宅","日高町","大字荊木字萩之前６３５番２外","","135.151010","33.926350","31800","31800","31800","31600","31600","31500","31500","31500","31500","31300","31000","30600","30000","29100","28300","27500","26700","25500","24200","23100","22100","21400","20900","20500","20100","19700","19400","135.151010000004","33.9263499999974","令和元年地価調査基準地"
"223","303828","日高(県)-3","地価調査","住宅","日高町","大字高家字藤ノ木６２０番４","","135.139880","33.925570","45000","45000","45000","44800","44800","44400","44200","44000","43800","43400","43000","42500","41500","40600","39600","38600","37600","35800","34000","32500","31200","29800","28900","28400","28000","27700","27400","135.139880000004","33.9255699999975","令和元年地価調査基準地"
"225","303836","由良(県)-1","地価調査","住宅","由良町","大字網代字西２０１番１３","","135.115870","33.961040","47000","47000","47000","46600","46400","46200","45900","45700","45600","44700","44000","43500","42500","40800","39200","37700","35900","33600","31400","29200","27500","26300","25400","24800","24300","23900","23400","135.115870000003","33.9610399999995","令和元年地価調査基準地"
"331","303836","由良(県)-2","地価調査","住宅","由良町","大字吹井字吹城９１０番１２","","135.106243","33.969472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19000","135.106243200003","33.9694717499984","令和元年地価調査基準地"
"227","303836","由良(県)-3","地価調査","住宅","由良町","大字衣奈字前田坪７６７番２","","135.107120","33.988550","0","0","0","0","0","0","0","33500","33500","33500","33200","32800","32000","31000","30100","29300","28200","26900","25500","23800","22100","20900","20200","19700","19300","19000","18600","135.107120000005","33.9885499999979","令和元年地価調査基準地"
"229","303909","印南(県)-1","地価調査","住宅","印南町","大字島田字嶋田北側９８４番","","135.240220","33.798020","36300","36300","36300","36300","36300","36300","36300","36300","36100","35400","34700","34000","33300","32500","31900","30600","29100","27500","26100","25000","24000","23000","22300","21800","21300","20800","20400","135.240220000004","33.7980199999971","令和元年地価調査基準地"
"230","303909","印南(県)-2","地価調査","住宅","印南町","大字山口字不老ノ谷１３１８番","","135.221330","33.830160","27000","27000","27000","27000","27000","27000","27000","27000","26900","26400","25900","25500","25000","24500","24200","23400","22600","21500","20500","19600","19100","18600","18100","17700","17300","16900","16600","135.221330000003","33.8301599999976","令和元年地価調査基準地"
"231","303909","印南(県)-3","地価調査","住宅","印南町","大字崎ノ原字横畑２６４番","","135.290390","33.870470","10100","10100","10100","10100","10100","9900","9900","9900","9900","9600","9400","9200","9000","8800","8700","8340","7960","7530","7130","6800","6800","6700","6650","6650","6600","6550","6510","135.290390000003","33.8704699999994","令和元年地価調査基準地"
"233","303917","みなべ(県)-1","地価調査","住宅","みなべ町","東岩代字丸山２０４５番","","135.286770","33.784890","19100","19100","19100","19100","19100","19100","19000","19000","19000","18600","18200","17800","17500","17200","17000","16500","16000","15500","15000","14500","13900","13500","13200","13000","12800","12700","12600","135.286770000005","33.7848899999968","令和元年地価調査基準地"
"234","303917","みなべ(県)-2","地価調査","住宅","みなべ町","堺字道筋４８３番５","","135.329590","33.747720","45000","45000","45000","45000","45000","44600","44300","44000","43600","42700","41500","40500","39500","38500","37700","36200","34900","33500","32000","30500","29000","27800","26800","25900","25200","24800","24500","135.329590000006","33.7477199999991","令和元年地価調査基準地"
"235","303917","みなべ(県)-3","地価調査","住宅","みなべ町","埴田字拜殿１５６番","","135.325540","33.760920","64000","64000","64000","64000","64000","63200","62700","62200","61600","60500","58700","57000","55500","53700","52400","50300","48300","46300","44000","41700","39700","38100","36800","35600","34600","34000","33600","135.325540000005","33.7609199999997","令和元年地価調査基準地"
"236","303917","みなべ(県)-4","地価調査","住宅","みなべ町","西本庄字久宗１２７１番２外","","135.328220","33.806940","53300","53300","53300","53300","53300","53300","53300","53300","53000","52000","51000","50000","49000","47500","46300","44400","42400","40500","38300","36300","34300","32900","31300","30000","29000","28100","27300","135.328220000003","33.8069399999999","令和元年地価調査基準地"
"294","303917","みなべ(県)5-1","地価調査","商業","みなべ町","北道字新町通り２５８番１","","135.320750","33.768100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54500","52000","49500","47000","45100","43000","41000","39800","39000","38400","135.320750000004","33.7680999999995","令和元年地価調査基準地"
"239","303925","日高川(県)-1","地価調査","住宅","日高川町","大字小熊字法徳寺２３５７番９","","135.183130","33.909350","41500","41500","41500","41500","41500","41500","41300","41000","40700","40400","40000","39600","38900","37300","35800","34500","33200","31300","29800","28500","27400","26400","25500","25100","24800","24600","24300","135.183130000004","33.9093499999968","令和元年地価調査基準地"
"240","303925","日高川(県)-2","地価調査","住宅","日高川町","大字江川字炭屋垣内１６５２番１外","","135.239350","33.890420","12600","12600","12200","12200","12200","12000","12000","12000","11900","11800","11700","11600","11400","11200","11000","10600","10200","9700","9300","9000","8800","8640","8510","8380","8250","8130","8000","135.239350000003","33.8904199999998","令和元年地価調査基準地"
"243","303925","日高川(県)-3","地価調査","住宅","日高川町","大字川原河字堂ノ上ミ１９１番","","135.367570","33.981610","0","0","0","0","0","0","0","0","0","14700","14600","14500","14300","14000","13500","13000","12500","11800","11100","10700","10200","9980","9780","9630","9400","9260","9120","135.367570000005","33.98161","令和元年地価調査基準地"
"242","303925","日高川(県)-4","地価調査","住宅","日高川町","大字坂野川字岩垣内３４４番１外","","135.294480","33.927910","10600","10600","10600","10600","10600","10600","10600","10600","10600","10600","10500","10400","10200","10000","9800","9500","9200","8700","8300","8000","7650","7420","7280","7170","7050","6940","6840","135.294480000003","33.9279099999979","令和元年地価調査基準地"
"301","303925","日高川(県)5-1","地価調査","商業","日高川町","大字小熊字大板２４０７番１０","","135.186050","33.910870","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34500","32800","32000","31400","31000","30500","30100","29700","135.186050000004","33.9108699999969","令和元年地価調査基準地"
"312","304018","白浜(県)-1","地価調査","住宅","白浜町","栄字小山２４３番１１外","","135.393180","33.654400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30000","29400","29000","28600","28300","28000","135.393180000004","33.6543999999974","令和元年地価調査基準地"
"248","304018","白浜(県)-2","地価調査","住宅","白浜町","字小谷奥３１４３番５１","","135.349930","33.682200","82000","82000","82000","82000","82000","82000","80000","78000","76000","74000","71400","68600","66000","61200","56800","53000","50000","47000","44000","39800","37000","35500","34500","33800","33200","32700","32300","135.349930000006","33.6822000000014","令和元年地価調査基準地"
"252","304018","白浜(県)-3","地価調査","住宅","白浜町","日置字上廣小路８６０番","","135.444350","33.564570","0","0","0","0","0","0","0","23500","23200","22800","22300","21800","21400","21100","20500","20000","19500","18800","18000","16500","16000","15600","15200","14800","14500","14200","14000","135.444350000006","33.5645699999989","令和元年地価調査基準地"
"250","304018","白浜(県)-4","地価調査","住宅","白浜町","堅田字櫛ケ峯２３９９番６９","","135.378570","33.675770","77000","76000","75000","74000","74000","73200","69000","65000","61000","55000","49600","44800","42500","40000","38000","36000","34000","32000","30800","29700","29000","29000","30000","31000","32000","32600","32900","135.378570000004","33.6757699999969","令和元年地価調査基準地"
"254","304018","白浜(県)5-1","地価調査","商業","白浜町","字上堀８９０番８８外","","135.345510","33.685080","0","0","350000","335000","325000","315000","300000","265000","233000","200000","172000","154000","138000","125000","116000","108000","102000","96000","91000","86000","83000","81000","80000","79500","79100","78800","78800","135.345510000005","33.6850800000013","令和元年地価調査基準地"
"256","304042","上富田(県)-1","地価調査","住宅","上富田町","岩田字大坊１７３７番１外","","135.442750","33.707220","40000","40600","41000","41000","41000","41000","41000","40500","40000","39500","38500","37000","35600","34600","33500","32400","31700","30800","29800","28900","28000","27400","26800","26400","26000","25600","25300","135.442750000007","33.7072199999995","令和元年地価調査基準地"
"257","304042","上富田(県)-2","地価調査","住宅","上富田町","朝来字馬ノ谷２３２３番２２","","135.418820","33.702180","48000","48000","48000","48000","48000","48000","47500","46800","46200","45500","44100","43000","41200","40000","38800","37500","36000","34300","32500","31500","30500","29900","29500","29200","28900","28700","28500","135.418820000004","33.7021799999991","令和元年地価調査基準地"
"258","304042","上富田(県)-3","地価調査","住宅","上富田町","生馬字両新田６４９番１","","135.427580","33.692790","55000","55000","55000","55000","55000","54500","54000","53500","53000","52200","50200","48300","46400","44800","43300","41700","40000","38000","36000","34000","32500","31500","30800","30300","29900","29500","29500","135.427580000006","33.6927900000004","令和元年地価調査基準地"
"259","304042","上富田(県)5-1","地価調査","商業","上富田町","朝来字大沼２４５９番１３","","135.419020","33.696670","87600","86700","86000","85100","84000","83000","81000","79200","77400","75500","71000","66700","62500","58600","55500","52400","49000","45400","42200","39200","37500","36400","35300","34300","33400","32600","32100","135.419020000004","33.6966699999985","令和元年地価調査基準地"
"260","304069","すさみ(県)-1","地価調査","住宅","すさみ町","周参見字田中３９１５番","","135.497830","33.553690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34300","33500","32600","31600","30100","28400","27700","27000","26300","25700","25100","24600","135.497830000007","33.5536899999988","令和元年地価調査基準地"
"261","304069","すさみ(県)-2","地価調査","住宅","すさみ町","周参見字大関２５１０番１","","135.502670","33.559370","28600","28600","28600","28600","28600","28600","28600","28600","28300","27900","27600","27300","27000","26500","26000","25500","25000","24400","23700","22700","22000","21500","21100","20700","20300","20000","19700","135.502670000007","33.5593699999984","令和元年地価調査基準地"
"262","304069","すさみ(県)-3","地価調査","住宅","すさみ町","江住字平１０１７番８","","135.604050","33.512900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16500","16300","16000","15600","15000","14400","14100","13800","13600","13400","13200","13000","135.604050000008","33.5128999999987","令和元年地価調査基準地"
"264","304212","那智勝浦(県)-1","地価調査","住宅","那智勝浦町","大字下里字間所８８８番３","","135.922840","33.580430","54000","54000","54000","53500","53000","51200","50200","48500","46800","44500","42300","39500","37500","35800","34300","33000","31500","28800","26400","24200","21800","20700","20000","19400","18900","18300","17800","135.922840000005","33.5804299999972","令和元年地価調査基準地"
"267","304212","那智勝浦(県)-2","地価調査","住宅","那智勝浦町","大字湯川字門口２５６番６０","","135.926600","33.622900","58000","58000","58000","58000","58000","58000","58000","57200","56400","53200","49000","45500","42300","40000","37800","35800","33800","30800","28500","27000","25200","24200","23400","22500","21800","21200","20600","135.926600000006","33.6228999999984","令和元年地価調査基準地"
"266","304212","那智勝浦(県)-3","地価調査","住宅","那智勝浦町","大字朝日１丁目１４８番","","135.938430","33.627950","107000","107000","105000","105000","104000","100000","95500","91000","87700","82400","77500","71500","67200","63500","60000","57000","54000","48800","44800","41000","37000","35400","34300","32800","31700","30700","30100","135.938430000005","33.6279499999985","令和元年地価調査基準地"
"268","304212","那智勝浦(県)5-1","地価調査","商業","那智勝浦町","大字北浜１丁目１６番","","135.943120","33.630690","150000","149000","146000","145000","142000","136000","129000","122000","115000","109000","103000","94500","88000","81400","76000","70500","64800","58300","52600","47000","42000","39700","37500","36300","35200","34100","33400","135.943120000005","33.6306899999984","令和元年地価調査基準地"
"271","304221","太地(県)-1","地価調査","住宅","太地町","大字太地字高塚６８４番１","","135.950140","33.587670","47500","47500","47500","47500","47500","47000","46500","45000","43600","40900","38000","35200","32800","31100","29500","28200","26800","25000","24000","23000","22000","21200","20600","20000","19600","19400","19200","135.950140000004","33.5876699999992","令和元年地価調査基準地"
"270","304221","太地(県)-2","地価調査","住宅","太地町","大字太地字暖海４１７０番","","135.944720","33.596140","58800","58800","58800","58800","58400","56600","55200","53700","52100","50000","48000","45000","42200","40000","38000","36000","34000","30600","27500","25000","22500","21500","20600","19200","18400","17800","17300","135.944720000004","33.5961399999993","令和元年地価調査基準地"
"332","304247","古座川(県)-1","地価調査","住宅","古座川町","三尾川字律ノ上ヱ４６２番１２","","135.680614","33.551504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4960","135.680614400004","33.5515035200017","令和元年地価調査基準地"
"274","304247","古座川(県)-2","地価調査","住宅","古座川町","鶴川字柳谷１１６番","","135.745030","33.528120","13600","13600","13600","13600","13600","13600","13500","13400","13300","13100","12900","12600","12300","12000","11700","11300","10800","10200","9590","9010","8470","8400","8360","8300","8240","8180","8120","135.745030000004","33.5281199999982","令和元年地価調査基準地"
"323","304247","古座川(県)-3","地価調査","住宅","古座川町","高池字宮之下モ１８７番１","","135.820795","33.526375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21200","20500","19900","135.820795000002","33.526374999999","令和元年地価調査基準地"
